order_id,customer_id,order_date,campaign_id,order_value,status
165,3741,2025-07-23,37,2208.9,Completed
166,1989,2025-05-07,8,2156.13,Completed
167,5864,2024-06-20,6,3398.01,Completed
168,491,2024-04-28,36,531.79,Returned
169,1431,2025-08-03,36,365.54,Completed
170,6587,2024-05-03,3,910.35,Returned
171,3736,2025-10-29,7,2753.61,Completed
172,2119,2025-01-02,38,4147.93,Completed
173,5897,2025-05-27,37,2034.81,Completed
174,4630,2025-12-11,34,1420.0,Completed
175,8188,2025-12-23,3,1965.8,Completed
176,4027,2025-06-30,34,1869.18,Returned
177,8254,2024-02-15,32,202.14,Returned
178,6150,2025-09-16,37,2357.99,Returned
179,7121,2025-05-30,28,2743.7,Completed
180,7382,2024-08-08,22,566.95,Completed
181,6195,2024-09-10,2,1008.85,Returned
182,8594,2025-11-21,1,816.09,Completed
183,7473,2025-02-16,19,249.11,Completed
184,5536,2024-11-30,20,2921.69,Completed
185,2343,2024-06-29,9,1092.6,Completed
186,8063,2025-08-07,39,2009.79,Completed
187,753,2024-06-27,6,2831.29,Completed
188,7720,2025-09-03,23,352.47,Completed
189,2536,2024-03-10,2,2440.7,Returned
190,116,2024-11-25,36,1259.01,Completed
191,1325,2025-09-10,15,1875.01,Returned
192,3925,2024-05-31,35,3247.2,Completed
193,7106,2024-07-22,30,2364.51,Completed
194,1430,2025-07-02,21,211.3,Completed
195,6521,2025-09-08,40,2015.81,Returned
196,8563,2024-08-03,38,1032.12,Completed
197,7878,2024-08-23,11,792.48,Returned
198,7206,2024-08-30,34,790.38,Completed
199,2026,2025-06-05,1,1602.96,Returned
200,4370,2024-11-03,39,634.64,Completed
201,7792,2024-02-14,32,3517.71,Completed
202,906,2024-03-08,39,2341.41,Returned
203,5084,2024-01-29,6,605.72,Returned
204,918,2024-06-10,25,2252.79,Returned
205,7685,2025-10-10,28,3132.91,Completed
206,952,2025-12-06,6,1369.58,Completed
207,776,2024-12-18,25,837.18,Completed
208,1948,2024-06-04,21,473.78,Returned
209,4495,2025-07-31,27,399.68,Completed
210,1428,2024-01-15,31,1455.88,Returned
211,2079,2024-08-17,25,1226.4,Completed
212,3781,2024-11-25,13,155.1,Completed
213,3536,2025-05-03,31,460.07,Completed
214,8892,2024-07-22,9,1653.58,Completed
215,874,2025-06-27,33,1276.64,Completed
216,1638,2024-08-18,20,2314.81,Completed
217,5669,2025-04-08,21,1715.57,Completed
218,3556,2025-11-13,3,3262.51,Completed
219,7043,2025-09-08,9,1618.02,Completed
220,9330,2024-09-02,17,3000.86,Returned
221,6603,2024-12-15,36,378.96,Completed
222,6132,2025-07-11,13,3043.88,Returned
223,3480,2024-10-13,12,4299.04,Completed
224,1874,2024-02-11,17,2872.85,Returned
225,511,2024-08-13,36,287.74,Completed
226,9943,2025-03-16,37,762.5,Completed
227,5251,2024-04-14,13,1722.83,Completed
228,2208,2025-08-10,21,2838.12,Completed
229,628,2024-07-08,3,1515.03,Returned
230,8000,2024-09-24,34,1457.6,Completed
231,7108,2024-07-04,20,184.42,Completed
232,1191,2024-08-26,25,3465.46,Returned
233,2470,2024-12-20,1,1424.66,Completed
234,3093,2024-01-12,15,2957.77,Completed
235,8463,2024-10-26,31,1302.98,Completed
236,9984,2024-08-20,2,1180.65,Completed
237,9949,2024-03-12,6,1007.4,Returned
238,9357,2025-07-04,30,2246.01,Completed
239,3495,2024-09-24,20,1679.04,Completed
240,1314,2025-04-13,15,814.24,Completed
241,3699,2025-05-11,10,280.9,Completed
242,4821,2025-06-30,10,2365.39,Returned
243,3429,2024-07-23,11,1537.98,Completed
244,3917,2025-05-03,9,3453.31,Completed
245,9171,2024-06-18,4,494.98,Completed
246,4578,2024-01-25,35,1168.89,Completed
247,3694,2025-10-13,32,3304.72,Completed
248,3308,2024-10-30,10,316.49,Completed
249,1556,2024-08-09,15,1921.74,Completed
250,5688,2024-07-14,26,2556.19,Returned
251,1815,2024-02-27,36,2455.34,Completed
252,8724,2025-12-20,24,1365.12,Completed
253,7337,2024-11-20,18,2383.65,Returned
254,7784,2025-03-01,15,773.2,Completed
255,3998,2025-05-26,4,371.37,Completed
256,340,2024-06-24,17,2366.9,Returned
257,4772,2024-07-23,39,2696.11,Completed
258,4577,2025-09-24,1,268.99,Returned
259,9822,2025-01-07,13,2469.2,Returned
260,5320,2024-06-02,19,3047.01,Returned
261,3417,2024-03-07,28,371.28,Completed
262,2334,2025-12-19,8,3228.44,Completed
263,4589,2024-08-18,22,571.34,Returned
264,7131,2025-04-16,9,2863.92,Completed
265,9659,2024-06-26,34,996.63,Completed
266,8194,2024-07-28,32,2255.3,Completed
267,2327,2025-10-20,25,4012.58,Returned
268,4917,2025-06-19,27,3036.35,Returned
269,3836,2025-10-28,26,109.74,Completed
270,8924,2025-08-10,29,1956.2,Returned
271,7008,2025-09-30,15,2042.24,Completed
272,4208,2025-10-28,1,1711.89,Completed
273,1087,2024-11-20,30,658.68,Returned
274,7920,2025-11-03,38,1671.79,Completed
275,9192,2024-05-28,2,1234.49,Returned
276,6771,2024-04-04,21,2751.54,Completed
277,3579,2025-06-26,35,1650.69,Completed
278,9469,2024-07-10,8,3931.6,Completed
279,7279,2024-11-18,14,3084.6,Completed
280,7676,2024-02-19,10,1273.9,Completed
281,9621,2025-04-15,27,1473.35,Returned
282,714,2024-08-25,32,288.82,Completed
283,9324,2025-04-26,31,838.45,Returned
284,3559,2024-06-19,33,1082.25,Completed
285,2707,2024-12-10,17,2747.44,Completed
286,1736,2024-07-12,6,1231.72,Returned
287,4968,2024-11-27,39,1034.7,Completed
288,2417,2025-09-22,33,2063.39,Completed
289,6642,2024-11-02,7,140.83,Completed
290,641,2025-11-05,39,190.2,Completed
291,3655,2024-03-14,31,286.58,Completed
292,1576,2024-08-16,7,3796.42,Completed
293,3103,2024-04-12,39,1123.54,Completed
294,3131,2025-05-26,35,4137.55,Completed
295,9462,2025-10-18,29,736.44,Returned
296,3802,2024-01-04,33,190.31,Completed
297,6846,2024-11-15,40,1555.55,Completed
298,5969,2025-01-19,35,454.31,Returned
299,3753,2024-06-20,20,126.1,Completed
300,7680,2025-05-13,21,2348.07,Completed
301,5462,2024-03-12,27,1883.12,Completed
302,7762,2024-04-26,26,3318.25,Completed
303,7356,2025-05-16,10,581.52,Completed
304,1916,2024-07-05,15,5223.92,Completed
305,8264,2024-02-15,13,722.22,Completed
306,5275,2024-08-09,3,2182.82,Completed
307,5489,2024-05-21,8,915.16,Completed
308,8893,2025-05-26,25,1838.57,Returned
309,4849,2025-03-27,35,4375.8,Completed
310,2588,2024-04-17,8,348.12,Completed
311,1296,2024-04-22,26,1245.73,Completed
312,4394,2024-04-26,5,1002.81,Completed
313,4425,2024-08-05,11,3453.72,Completed
314,5824,2025-05-28,3,3895.12,Completed
315,9401,2024-11-09,4,3777.21,Completed
316,4587,2025-02-09,1,325.48,Completed
317,9767,2024-02-19,20,3509.55,Completed
318,8144,2025-05-25,30,584.64,Completed
319,2668,2024-08-13,38,1272.92,Completed
320,2312,2025-05-20,37,579.36,Completed
321,9633,2024-08-17,7,1163.31,Completed
322,4978,2025-03-08,6,1123.1,Completed
323,5343,2025-10-29,20,2724.71,Returned
324,1156,2025-06-30,25,33.23,Completed
325,7898,2025-11-25,32,3801.17,Returned
326,3118,2024-06-25,32,140.45,Completed
327,149,2024-11-06,19,568.13,Returned
328,3363,2024-07-23,20,3095.32,Completed
329,8785,2025-03-14,28,1654.68,Completed
330,2470,2025-08-05,3,1297.18,Completed
331,545,2024-11-07,5,3271.41,Completed
332,4367,2025-04-17,25,2210.4,Completed
333,473,2025-06-13,33,2785.02,Returned
334,5000,2025-11-25,29,2240.97,Completed
335,4047,2024-05-21,15,1901.49,Completed
336,330,2025-02-09,23,1612.92,Completed
337,5875,2024-06-20,34,2869.44,Completed
338,5554,2024-02-18,36,1993.21,Completed
339,7141,2024-11-02,4,1054.57,Returned
340,2540,2024-03-13,28,3070.02,Returned
341,168,2024-08-11,23,449.59,Returned
342,4652,2025-01-20,31,2494.17,Completed
343,2767,2025-06-06,31,4335.06,Completed
344,8269,2025-03-12,10,452.9,Returned
345,9294,2024-10-20,39,264.66,Completed
346,9035,2024-06-30,8,1606.33,Completed
347,5303,2025-02-06,34,1228.33,Completed
348,3183,2025-03-05,35,852.6,Completed
349,8212,2024-11-02,27,2351.14,Completed
350,6231,2025-05-18,9,1354.48,Completed
351,3415,2025-07-07,31,1356.23,Completed
352,9641,2024-11-14,2,301.0,Completed
353,4754,2024-12-13,4,35.72,Completed
354,360,2025-10-20,26,2041.81,Completed
355,9490,2024-03-28,33,2801.04,Returned
356,1815,2025-02-25,7,3840.82,Completed
357,8289,2025-02-07,39,2573.84,Returned
358,4230,2025-12-16,36,2326.97,Completed
359,3954,2024-08-13,36,1325.28,Completed
360,9672,2024-10-16,13,1247.14,Completed
361,6484,2024-03-07,28,506.88,Returned
362,55,2025-01-27,39,887.19,Completed
363,7717,2024-06-10,35,2211.08,Completed
364,7478,2025-05-24,39,1460.35,Returned
365,6111,2024-04-18,10,3441.67,Returned
366,3709,2024-01-24,36,5514.1,Returned
367,1076,2025-10-10,22,1615.15,Completed
368,350,2025-10-04,9,1708.61,Completed
369,4655,2025-05-26,39,1170.99,Returned
370,6694,2025-05-26,19,237.21,Returned
371,4362,2025-08-17,3,4587.87,Returned
372,3575,2024-10-13,19,195.41,Completed
373,9640,2025-01-27,7,923.05,Completed
374,8263,2024-08-07,16,952.45,Completed
375,9249,2025-06-13,27,1951.28,Completed
376,733,2025-04-29,28,2143.95,Returned
377,2584,2025-07-10,40,856.83,Completed
378,4796,2025-01-26,6,1657.88,Returned
379,8990,2024-07-24,22,1554.14,Completed
380,8343,2025-06-30,26,1217.71,Returned
381,7837,2024-11-09,29,1419.3,Completed
382,8317,2024-08-03,1,2229.05,Completed
383,8186,2024-10-14,2,3837.46,Returned
384,2038,2025-03-20,6,2475.14,Completed
385,1574,2025-11-17,27,2272.78,Completed
386,632,2025-01-20,35,497.39,Completed
387,343,2024-01-26,24,1940.76,Completed
388,104,2024-05-28,36,1257.3,Completed
389,5092,2024-10-18,20,93.76,Completed
390,7033,2024-04-01,25,1694.85,Returned
391,654,2024-05-17,13,686.44,Completed
392,2459,2025-11-15,25,2086.15,Completed
393,9875,2024-10-04,2,2110.27,Completed
394,161,2024-05-12,18,2228.97,Completed
395,2623,2024-08-20,31,497.52,Returned
396,8050,2024-07-09,12,1121.47,Completed
397,895,2025-11-23,7,1115.59,Completed
398,4175,2024-01-29,17,2627.04,Returned
399,4546,2025-01-30,35,115.52,Completed
400,5529,2024-05-01,38,833.53,Completed
401,994,2024-03-19,23,2231.67,Completed
402,8411,2025-06-22,1,951.33,Completed
403,975,2025-04-20,23,326.18,Completed
404,9511,2024-11-19,12,3693.54,Completed
405,9439,2025-07-04,40,384.02,Returned
406,3735,2024-02-22,31,1449.5,Completed
407,7784,2025-05-24,12,561.88,Completed
408,621,2025-03-03,11,201.33,Completed
409,307,2024-03-29,38,2219.93,Completed
410,4062,2025-11-24,6,1003.23,Completed
411,880,2024-08-24,31,823.08,Completed
412,2943,2025-04-06,34,3568.4,Completed
413,231,2025-11-21,31,3748.37,Completed
414,6113,2025-08-24,16,1193.28,Completed
415,3700,2025-04-16,8,2255.41,Completed
416,4608,2025-11-18,11,579.63,Completed
417,1042,2025-06-22,1,567.42,Returned
418,5327,2024-03-23,16,2380.14,Returned
419,7350,2024-12-12,9,3368.38,Returned
420,3682,2024-07-13,24,576.71,Completed
421,6998,2024-04-26,10,5291.73,Completed
422,4710,2024-04-27,40,482.02,Completed
423,5591,2025-09-05,8,1859.64,Completed
424,7845,2025-06-14,18,2642.42,Completed
425,6271,2025-05-14,19,2226.99,Completed
426,5574,2025-10-31,35,683.88,Completed
427,3863,2024-08-19,13,1636.56,Completed
428,3218,2024-09-07,9,1514.28,Completed
429,8132,2025-06-12,36,1060.66,Completed
430,5047,2025-07-30,15,2736.6,Returned
431,6820,2024-12-29,19,403.45,Completed
432,7979,2025-09-04,28,2666.47,Completed
433,5572,2024-06-14,14,3263.61,Completed
434,1607,2025-05-16,35,1113.84,Completed
435,2694,2025-12-12,3,1098.5,Completed
436,2694,2025-07-03,13,1089.27,Completed
437,4436,2025-12-07,4,2899.84,Completed
438,7993,2024-12-28,16,65.83,Completed
439,4806,2025-02-01,5,1688.93,Completed
440,6921,2025-11-10,27,200.0,Completed
441,1520,2025-10-07,32,2564.48,Completed
442,449,2024-03-16,21,705.24,Completed
443,8536,2024-09-28,6,2614.1,Completed
444,7516,2025-12-25,37,3022.58,Completed
445,8291,2025-09-17,10,1019.18,Completed
446,113,2025-04-12,18,499.47,Completed
447,4661,2025-01-09,12,3111.44,Completed
448,196,2024-04-21,1,979.2,Completed
449,7998,2024-04-14,33,3191.71,Returned
450,610,2025-12-07,17,2396.41,Completed
451,4182,2025-01-17,16,2979.68,Completed
452,2497,2025-12-27,35,1423.81,Completed
453,2526,2024-04-20,25,1622.23,Completed
454,4871,2024-02-29,4,2837.05,Completed
455,9228,2024-10-04,24,3561.62,Completed
456,7020,2024-06-13,5,1608.11,Completed
457,431,2024-01-26,19,141.02,Returned
458,4429,2024-01-24,11,2203.8,Returned
459,691,2024-11-03,38,1156.86,Completed
460,9813,2025-10-31,36,2278.37,Completed
461,2443,2024-02-10,14,2915.29,Completed
462,8422,2025-01-03,38,1866.82,Completed
463,5217,2025-10-12,21,2045.22,Completed
464,2084,2024-08-28,19,346.71,Returned
465,4312,2024-11-01,8,2671.1,Completed
466,8141,2025-12-17,22,1506.4,Returned
467,5567,2024-10-22,34,2129.12,Returned
468,7908,2024-09-17,3,2756.7,Completed
469,5824,2025-06-22,7,2406.72,Completed
470,8035,2024-05-07,4,2202.92,Completed
471,8912,2024-11-02,15,352.62,Completed
472,5667,2025-08-07,20,552.15,Completed
473,432,2025-01-03,26,1041.36,Returned
474,3234,2025-09-09,20,112.7,Completed
475,5296,2025-04-05,32,1303.21,Completed
476,3147,2024-07-09,27,431.24,Completed
477,768,2024-05-07,36,408.02,Returned
478,8981,2024-02-04,2,4042.71,Returned
479,6821,2025-03-16,25,755.05,Completed
480,8724,2025-11-10,5,1128.49,Completed
481,4415,2025-01-03,4,1764.58,Completed
482,4018,2024-10-15,33,1427.8,Completed
483,1481,2024-08-25,22,890.8,Completed
484,579,2024-01-12,11,1329.81,Completed
485,8781,2024-03-02,26,443.46,Completed
486,5968,2024-12-28,24,337.57,Completed
487,6176,2024-11-04,6,1550.7,Returned
488,51,2025-10-06,17,668.69,Completed
489,2928,2024-10-09,26,804.5,Returned
490,9710,2025-02-18,23,1904.63,Returned
491,5944,2025-03-28,15,983.28,Returned
492,3138,2025-07-13,20,94.25,Completed
493,2761,2024-06-30,17,394.02,Completed
494,7573,2024-01-29,25,2690.88,Completed
495,2119,2024-11-14,33,1637.12,Completed
496,4198,2025-11-06,4,3482.86,Completed
497,7863,2025-03-23,8,743.2,Completed
498,2503,2024-08-29,25,2659.01,Completed
499,9676,2024-09-01,30,1569.33,Completed
500,8421,2025-12-22,11,1171.59,Completed
501,3791,2024-11-09,18,1558.48,Completed
502,5542,2024-05-04,37,941.1,Completed
503,8703,2024-12-25,6,330.23,Returned
504,8327,2024-06-26,36,933.72,Completed
505,2829,2024-09-27,21,2068.78,Completed
506,1420,2024-06-11,14,1653.54,Completed
507,2958,2025-03-25,15,1514.51,Completed
508,3798,2024-01-06,13,538.04,Completed
509,6425,2025-04-04,24,827.88,Completed
510,6406,2024-12-09,23,675.84,Returned
511,1255,2025-03-20,14,371.17,Completed
512,7926,2024-06-26,11,491.68,Completed
513,5200,2025-01-28,6,2039.1,Completed
514,8504,2024-08-18,21,508.47,Completed
515,312,2025-09-22,30,5431.02,Returned
516,9440,2024-08-19,6,1869.33,Completed
517,8509,2024-12-07,5,2108.45,Returned
518,9426,2025-03-16,34,2506.83,Completed
519,8453,2025-04-24,24,2560.11,Completed
520,6537,2025-08-22,33,1680.3,Returned
521,4454,2024-02-26,33,3142.18,Returned
522,6237,2024-11-20,37,910.08,Returned
523,6269,2025-09-25,38,3518.05,Completed
524,1743,2025-07-14,28,2128.33,Completed
525,8507,2025-07-02,29,966.9,Returned
526,4505,2025-08-10,1,6752.4,Completed
527,7245,2024-06-21,28,322.12,Completed
528,2970,2024-05-12,29,2074.61,Completed
529,9460,2024-08-07,32,895.58,Completed
530,4185,2025-12-06,24,335.97,Completed
531,6565,2024-05-22,36,472.22,Returned
532,9566,2024-05-18,20,1850.88,Completed
533,4414,2024-05-29,29,398.31,Completed
534,9475,2025-07-30,29,5172.77,Completed
535,4648,2024-03-30,16,381.98,Completed
536,1551,2024-08-07,2,2180.75,Completed
537,8142,2025-08-26,2,1956.41,Completed
538,4564,2024-01-31,13,2546.34,Completed
539,8095,2025-12-03,23,2235.66,Completed
540,7199,2025-07-13,17,1450.04,Completed
541,5484,2024-11-06,1,4692.88,Returned
542,8927,2024-02-24,20,2273.41,Completed
543,4432,2025-07-21,8,567.48,Completed
544,6509,2024-04-13,12,122.42,Completed
545,2968,2025-01-20,6,1082.75,Completed
546,570,2024-05-13,38,1926.81,Completed
547,8702,2024-10-19,25,1258.38,Returned
548,7503,2025-05-18,9,3688.68,Completed
549,780,2024-09-30,20,1582.7,Completed
550,7814,2024-10-15,13,3172.53,Completed
551,406,2025-11-02,30,187.47,Returned
552,2161,2024-01-11,38,764.08,Completed
553,2343,2025-05-16,20,810.0,Completed
554,2095,2025-12-12,21,859.57,Completed
555,4319,2024-09-29,8,267.46,Completed
556,5043,2025-02-08,27,2493.58,Completed
557,732,2024-07-31,25,670.13,Returned
558,7661,2025-02-18,21,2964.06,Completed
559,3601,2025-12-20,20,131.52,Completed
560,3482,2024-11-04,11,1309.51,Completed
561,2225,2024-10-20,19,252.69,Completed
562,5168,2024-02-13,40,950.28,Completed
563,5993,2024-10-26,5,2484.75,Returned
564,5257,2025-07-05,30,693.05,Returned
565,9673,2024-03-01,22,1500.14,Completed
566,2061,2024-11-01,39,1267.22,Completed
567,43,2024-04-12,13,687.36,Completed
568,9348,2024-10-01,12,788.43,Completed
569,6414,2024-11-26,22,556.94,Returned
570,2128,2024-02-15,36,2743.77,Returned
571,4383,2024-05-04,40,2184.76,Completed
572,4822,2025-07-20,27,1123.54,Completed
573,5736,2024-07-28,3,2696.34,Completed
574,1921,2024-03-17,13,816.97,Returned
575,9907,2024-07-25,8,1888.62,Completed
576,6867,2025-12-13,8,1234.76,Completed
577,7402,2024-08-13,24,207.3,Completed
578,3095,2024-08-29,24,348.18,Completed
579,7260,2024-04-23,23,252.51,Completed
580,6022,2024-05-25,35,3623.32,Returned
581,3256,2025-06-17,22,3793.8,Returned
582,4099,2024-11-17,34,2428.17,Returned
583,8505,2024-09-09,26,1837.06,Completed
584,1302,2024-03-26,12,2957.73,Completed
585,7290,2025-06-08,11,1246.86,Completed
586,226,2024-02-25,19,3011.46,Returned
587,4598,2024-03-21,35,1227.52,Completed
588,4653,2024-08-25,9,2232.91,Completed
589,435,2025-12-17,26,912.48,Completed
590,9824,2025-08-22,9,3000.44,Completed
591,6876,2024-07-15,1,990.3,Returned
592,9544,2025-05-01,12,3749.67,Completed
593,4664,2024-05-13,34,1690.37,Completed
594,3725,2024-10-31,26,1598.78,Completed
595,711,2024-09-18,8,3457.78,Returned
596,8389,2024-05-16,35,3324.71,Completed
597,5917,2025-09-18,21,145.47,Completed
598,2641,2025-10-13,7,3337.84,Completed
599,5602,2025-05-30,8,1841.1,Completed
600,7425,2025-11-02,8,724.68,Completed
601,122,2025-01-11,15,230.62,Returned
602,7087,2025-12-20,12,3786.86,Completed
603,5952,2024-03-05,39,1395.82,Returned
604,5980,2025-07-18,38,1211.73,Completed
605,4824,2025-04-08,33,1962.84,Returned
606,4071,2025-11-23,24,752.53,Completed
607,3377,2024-01-04,4,375.08,Completed
608,7816,2024-07-12,28,1246.23,Returned
609,5701,2025-10-12,28,4388.39,Completed
610,6442,2025-06-12,16,4520.32,Completed
611,326,2024-08-19,22,722.31,Returned
612,5338,2024-07-09,12,1923.96,Completed
613,6123,2025-07-24,36,3020.06,Completed
614,1416,2025-08-25,38,870.39,Completed
615,815,2024-09-30,28,1536.9,Completed
616,6849,2024-04-09,7,612.85,Completed
617,7197,2025-11-26,36,370.05,Completed
618,8421,2025-08-31,15,1408.29,Completed
