customer_id,signup_date,age,gender,country,city,acquisition_source
160,2025-05-10,40,Female,USA,Seattle,Email
161,2024-11-25,30,Male,UK,Manchester,Paid
162,2024-02-14,38,Female,UK,Manchester,Email
163,2025-05-22,20,Male,Singapore,Singapore,Organic
164,2024-04-12,51,Female,UK,London,Paid
165,2025-11-01,27,Male,UK,Manchester,Referral
166,2025-09-30,62,Female,UAE,Dubai,Referral
167,2025-01-24,38,Female,USA,Seattle,Organic
168,2024-03-11,33,Female,USA,New York,Organic
169,2024-04-10,58,Male,UK,Manchester,Paid
170,2024-01-30,20,Female,UAE,Dubai,Referral
171,2025-01-18,45,Male,UAE,Dubai,Email
172,2025-11-29,29,Male,USA,New York,Organic
173,2025-01-26,57,Male,USA,Austin,Paid
174,2025-04-17,58,Female,Singapore,Singapore,Referral
175,2025-04-21,36,Male,India,Delhi,Email
176,2025-08-24,37,Female,UAE,Abu Dhabi,Email
177,2024-07-22,42,Female,UAE,Dubai,Paid
178,2025-08-08,40,Female,UK,Manchester,Organic
179,2024-10-08,18,Male,UK,Manchester,Referral
180,2025-09-13,40,Male,Singapore,Singapore,Referral
181,2025-10-05,24,Male,Singapore,Singapore,Email
182,2025-08-16,41,Male,India,Delhi,Referral
183,2025-03-01,29,Male,UAE,Dubai,Referral
184,2025-05-28,35,Male,USA,Austin,Email
185,2024-12-12,25,Female,UAE,Dubai,Paid
186,2025-11-23,64,Female,Singapore,Singapore,Organic
187,2024-01-15,34,Male,UK,Manchester,Referral
188,2025-08-21,42,Female,UAE,Dubai,Paid
189,2024-01-26,57,Female,UK,London,Organic
190,2025-12-18,37,Female,UK,London,Paid
191,2024-02-08,37,Female,India,Delhi,Organic
192,2025-07-04,26,Female,Singapore,Singapore,Referral
193,2025-03-05,55,Male,USA,Austin,Organic
194,2025-09-22,44,Female,UK,London,Referral
195,2025-03-30,46,Male,Singapore,Singapore,Organic
196,2025-07-11,59,Female,UAE,Dubai,Email
197,2024-07-13,25,Female,UAE,Dubai,Paid
198,2024-01-22,21,Female,USA,New York,Paid
199,2024-07-29,22,Male,USA,Seattle,Paid
200,2024-12-02,27,Male,Singapore,Singapore,Paid
201,2025-07-07,34,Male,Singapore,Singapore,Organic
202,2024-01-16,40,Male,Singapore,Singapore,Organic
203,2024-09-28,21,Male,Singapore,Singapore,Organic
204,2025-05-02,46,Female,India,Delhi,Email
205,2024-08-14,57,Male,USA,Seattle,Referral
206,2025-10-20,19,Male,UK,Manchester,Email
207,2025-12-03,24,Female,UK,Manchester,Organic
208,2024-11-25,56,Male,India,Delhi,Paid
209,2025-10-01,58,Female,UAE,Abu Dhabi,Referral
210,2025-06-01,56,Female,UK,London,Organic
211,2024-08-08,45,Female,USA,New York,Email
212,2025-04-09,43,Female,UAE,Dubai,Referral
213,2024-11-16,60,Female,UK,Manchester,Paid
214,2024-03-09,23,Male,UK,London,Email
215,2025-01-16,26,Male,India,Bengaluru,Organic
216,2024-12-28,60,Female,UK,London,Referral
217,2024-11-15,40,Male,USA,Seattle,Paid
218,2025-11-03,48,Male,Singapore,Singapore,Referral
219,2025-01-11,25,Female,USA,Seattle,Paid
220,2025-07-28,57,Male,UK,Manchester,Organic
221,2024-10-06,62,Female,Singapore,Singapore,Referral
222,2024-07-04,27,Female,India,Delhi,Paid
223,2024-04-03,65,Male,India,Kolkata,Email
224,2024-12-15,28,Female,UK,Manchester,Referral
225,2025-09-02,23,Male,USA,New York,Paid
226,2024-02-20,61,Male,USA,Austin,Email
227,2025-05-12,56,Female,UK,Manchester,Referral
228,2025-06-08,25,Female,Singapore,Singapore,Organic
229,2025-11-25,61,Female,UAE,Abu Dhabi,Organic
230,2025-02-08,56,Male,Singapore,Singapore,Paid
231,2024-08-04,26,Female,UAE,Abu Dhabi,Referral
232,2024-01-08,49,Female,India,Mumbai,Paid
233,2025-06-29,63,Male,UK,Manchester,Organic
234,2024-02-13,45,Male,UK,Manchester,Organic
235,2025-08-12,45,Female,UAE,Abu Dhabi,Referral
236,2025-02-18,19,Female,India,Mumbai,Email
237,2024-03-31,45,Male,UAE,Dubai,Email
238,2025-02-14,51,Male,USA,Austin,Referral
239,2024-08-14,39,Male,UAE,Dubai,Organic
240,2025-06-06,30,Female,USA,Austin,Paid
241,2024-04-15,27,Female,Singapore,Singapore,Paid
242,2024-06-05,59,Male,USA,New York,Email
243,2025-07-31,55,Female,UK,Manchester,Referral
244,2025-03-26,22,Female,Singapore,Singapore,Referral
245,2025-08-28,21,Female,UAE,Dubai,Referral
246,2025-04-07,20,Male,UK,Manchester,Referral
247,2025-10-22,23,Female,India,Kolkata,Organic
248,2025-08-08,59,Male,UK,Manchester,Email
249,2024-06-03,21,Female,USA,New York,Referral
250,2025-05-31,59,Male,India,Delhi,Paid
251,2025-03-25,51,Male,UK,Manchester,Referral
252,2025-01-31,44,Female,UAE,Dubai,Referral
253,2024-12-03,24,Female,India,Bengaluru,Referral
254,2024-06-02,39,Male,USA,Seattle,Paid
255,2024-11-13,59,Female,UAE,Dubai,Organic
256,2025-07-26,42,Female,UAE,Dubai,Organic
257,2025-06-04,41,Male,UK,Manchester,Referral
258,2024-08-07,39,Female,Singapore,Singapore,Paid
259,2024-06-07,22,Female,Singapore,Singapore,Organic
260,2025-09-24,26,Female,UAE,Dubai,Paid
261,2025-12-10,57,Male,Singapore,Singapore,Organic
262,2025-01-08,61,Male,UK,Manchester,Referral
263,2024-08-27,52,Male,UK,Manchester,Email
264,2025-01-11,61,Female,Singapore,Singapore,Referral
265,2025-05-29,51,Female,UK,London,Paid
266,2024-05-21,34,Male,USA,Seattle,Email
267,2025-07-21,24,Male,UAE,Abu Dhabi,Organic
268,2024-10-06,46,Male,Singapore,Singapore,Organic
269,2025-04-06,40,Male,Singapore,Singapore,Organic
270,2025-05-29,41,Male,UK,Manchester,Organic
271,2024-08-17,19,Female,UAE,Dubai,Referral
272,2024-05-20,20,Female,Singapore,Singapore,Paid
273,2025-04-04,57,Male,UK,London,Organic
274,2024-08-08,27,Female,UAE,Dubai,Referral
275,2024-11-04,25,Male,Singapore,Singapore,Email
276,2025-04-13,22,Male,USA,Austin,Organic
277,2025-08-11,33,Male,USA,Austin,Email
278,2025-09-21,40,Male,India,Kolkata,Paid
279,2025-06-20,41,Male,India,Delhi,Email
280,2024-02-14,58,Female,UK,Manchester,Referral
281,2024-12-31,22,Female,India,Mumbai,Organic
282,2024-12-06,26,Male,USA,Austin,Referral
283,2025-12-02,47,Female,Singapore,Singapore,Paid
284,2025-04-13,20,Female,India,Mumbai,Organic
285,2024-02-12,38,Female,Singapore,Singapore,Email
286,2024-02-07,59,Male,UAE,Abu Dhabi,Referral
287,2025-11-02,39,Female,India,Delhi,Referral
288,2025-02-13,65,Female,UK,Manchester,Referral
289,2025-05-23,62,Female,Singapore,Singapore,Referral
290,2025-03-10,23,Female,India,Mumbai,Referral
291,2024-04-15,23,Female,UAE,Abu Dhabi,Referral
292,2025-09-09,63,Female,UK,London,Email
293,2025-04-02,20,Female,UAE,Abu Dhabi,Referral
294,2024-03-17,60,Female,India,Bengaluru,Paid
295,2024-05-26,56,Female,India,Delhi,Paid
296,2024-08-29,59,Female,India,Bengaluru,Email
297,2024-02-03,56,Male,USA,Seattle,Email
298,2025-01-15,46,Male,UAE,Dubai,Referral
299,2024-11-17,59,Female,UK,London,Organic
300,2024-07-09,49,Female,India,Delhi,Referral
301,2025-12-21,46,Male,UAE,Abu Dhabi,Email
302,2024-05-05,26,Male,Singapore,Singapore,Paid
303,2024-03-30,61,Female,UK,Manchester,Organic
304,2025-07-09,36,Female,USA,New York,Paid
305,2025-06-04,32,Male,UAE,Dubai,Paid
306,2025-05-20,19,Female,Singapore,Singapore,Email
307,2024-05-12,57,Male,USA,New York,Referral
308,2025-05-05,51,Female,UK,Manchester,Organic
309,2024-11-20,59,Male,Singapore,Singapore,Email
310,2024-12-18,26,Male,USA,New York,Email
311,2024-02-26,25,Male,USA,Austin,Paid
312,2024-11-26,63,Male,Singapore,Singapore,Referral
313,2024-09-13,30,Female,India,Mumbai,Referral
314,2025-06-30,23,Male,USA,Seattle,Paid
315,2025-11-05,57,Female,Singapore,Singapore,Organic
316,2024-02-16,59,Female,India,Mumbai,Email
317,2025-10-16,19,Female,USA,Seattle,Referral
318,2025-05-09,33,Female,UAE,Abu Dhabi,Email
319,2025-12-06,21,Male,India,Kolkata,Email
320,2025-04-20,31,Female,UK,London,Referral
321,2024-12-19,43,Male,UAE,Abu Dhabi,Organic
322,2024-09-04,47,Male,UAE,Abu Dhabi,Email
323,2024-05-24,24,Male,Singapore,Singapore,Email
324,2025-03-04,33,Male,USA,Austin,Referral
325,2024-06-12,49,Female,Singapore,Singapore,Referral
326,2024-01-24,23,Female,UK,Manchester,Paid
327,2025-08-20,40,Male,Singapore,Singapore,Referral
328,2025-09-03,59,Female,UK,Manchester,Organic
329,2025-03-17,26,Female,India,Bengaluru,Email
330,2024-02-16,43,Male,UAE,Dubai,Referral
331,2024-10-22,22,Female,USA,Seattle,Email
332,2024-10-13,57,Male,USA,New York,Organic
333,2025-01-17,39,Female,UK,London,Paid
334,2025-06-05,43,Male,USA,New York,Organic
335,2025-12-31,39,Female,Singapore,Singapore,Paid
336,2025-06-11,26,Female,USA,Seattle,Referral
337,2025-02-06,57,Female,Singapore,Singapore,Email
338,2024-11-02,48,Male,USA,Austin,Referral
339,2025-03-02,55,Female,India,Delhi,Email
340,2025-11-02,55,Male,UAE,Dubai,Email
341,2025-06-20,58,Female,Singapore,Singapore,Paid
342,2025-08-09,62,Male,India,Mumbai,Organic
343,2024-11-17,44,Male,UK,Manchester,Paid
344,2025-05-28,57,Female,UK,London,Paid
345,2024-07-31,53,Female,USA,Seattle,Email
346,2025-01-20,38,Male,USA,Austin,Referral
347,2024-12-28,61,Female,USA,Seattle,Email
348,2024-09-09,35,Female,Singapore,Singapore,Referral
349,2025-12-22,31,Female,UAE,Abu Dhabi,Email
350,2025-07-27,64,Female,UAE,Abu Dhabi,Organic
351,2025-11-23,52,Female,USA,Austin,Referral
352,2024-10-24,20,Female,Singapore,Singapore,Referral
353,2025-11-02,34,Female,UK,London,Paid
354,2024-10-04,53,Female,USA,New York,Organic
355,2025-08-23,33,Male,USA,New York,Paid
356,2024-02-23,24,Female,Singapore,Singapore,Email
357,2025-11-28,26,Male,India,Mumbai,Email
358,2025-05-03,59,Male,UK,Manchester,Referral
359,2025-10-23,21,Male,UAE,Dubai,Organic
360,2025-03-03,29,Male,Singapore,Singapore,Email
361,2024-10-23,20,Male,Singapore,Singapore,Organic
362,2024-10-18,47,Female,UAE,Dubai,Email
363,2024-07-16,25,Female,UAE,Dubai,Email
364,2024-07-09,18,Female,UAE,Abu Dhabi,Paid
365,2025-09-17,58,Female,Singapore,Singapore,Referral
366,2025-02-14,60,Male,India,Mumbai,Paid
367,2024-11-27,33,Male,UK,Manchester,Email
368,2025-04-02,35,Female,Singapore,Singapore,Organic
369,2025-10-31,41,Male,UAE,Dubai,Organic
370,2024-11-10,28,Female,UK,Manchester,Organic
371,2025-01-11,57,Male,UAE,Dubai,Paid
372,2024-06-05,47,Female,UK,Manchester,Email
373,2025-11-11,31,Male,USA,Seattle,Organic
374,2025-04-02,51,Female,USA,New York,Organic
375,2025-07-14,50,Male,India,Mumbai,Paid
376,2025-06-16,46,Male,UAE,Dubai,Email
377,2025-06-06,46,Male,India,Kolkata,Paid
378,2025-03-01,47,Male,USA,Seattle,Email
379,2024-01-23,43,Female,UAE,Dubai,Paid
380,2024-03-15,20,Female,USA,Austin,Organic
381,2024-03-02,22,Female,USA,New York,Referral
382,2024-07-03,26,Female,UK,Manchester,Email
383,2025-01-21,42,Male,UK,London,Referral
384,2024-07-01,52,Female,India,Mumbai,Paid
385,2024-01-24,37,Female,India,Kolkata,Email
386,2024-09-10,47,Female,Singapore,Singapore,Referral
387,2024-04-25,20,Female,Singapore,Singapore,Paid
388,2024-03-09,24,Male,Singapore,Singapore,Organic
389,2024-02-15,43,Female,Singapore,Singapore,Paid
390,2024-05-23,50,Female,India,Mumbai,Referral
391,2025-09-04,61,Female,USA,New York,Referral
392,2025-11-07,51,Male,Singapore,Singapore,Referral
393,2024-03-03,53,Male,UAE,Abu Dhabi,Email
394,2024-12-18,59,Female,India,Bengaluru,Email
395,2024-06-01,37,Female,UK,London,Email
396,2024-08-18,37,Male,Singapore,Singapore,Organic
397,2025-02-26,44,Male,USA,Austin,Paid
398,2024-07-27,39,Male,UAE,Abu Dhabi,Referral
399,2025-07-02,64,Male,India,Delhi,Referral
400,2025-11-20,56,Male,UK,London,Paid
401,2025-11-18,53,Male,USA,Austin,Paid
402,2024-11-06,18,Male,UAE,Dubai,Organic
403,2024-09-05,62,Male,UK,Manchester,Paid
404,2024-11-25,36,Female,USA,Austin,Referral
405,2024-09-24,41,Female,UAE,Abu Dhabi,Organic
406,2024-11-23,31,Female,UK,Manchester,Email
407,2025-07-30,32,Male,India,Delhi,Referral
408,2025-08-21,55,Female,USA,Austin,Paid
409,2024-12-03,32,Female,Singapore,Singapore,Email
410,2025-11-01,61,Female,USA,Austin,Email
411,2025-04-16,28,Female,UK,London,Paid
412,2025-05-15,29,Male,USA,Seattle,Organic
413,2025-11-15,21,Male,India,Kolkata,Paid
414,2024-03-10,63,Male,Singapore,Singapore,Paid
415,2025-04-11,41,Male,USA,Seattle,Email
416,2024-01-17,18,Female,UK,London,Organic
417,2024-10-08,52,Female,USA,New York,Email
418,2024-04-19,24,Male,Singapore,Singapore,Paid
419,2025-06-23,34,Female,USA,Austin,Email
420,2025-01-17,43,Female,India,Mumbai,Paid
421,2025-12-01,23,Male,UAE,Dubai,Email
422,2025-01-21,53,Female,UK,London,Organic
423,2024-03-25,49,Female,Singapore,Singapore,Organic
424,2024-02-13,32,Male,USA,Seattle,Email
425,2024-02-17,22,Female,UAE,Dubai,Paid
426,2024-01-17,31,Male,UAE,Abu Dhabi,Organic
427,2024-06-15,54,Male,UAE,Abu Dhabi,Referral
428,2024-05-23,62,Male,UK,Manchester,Organic
429,2025-03-23,32,Male,India,Bengaluru,Email
430,2024-01-31,58,Female,UAE,Abu Dhabi,Email
431,2024-12-30,53,Female,Singapore,Singapore,Paid
432,2025-11-07,42,Male,USA,Seattle,Referral
433,2025-12-31,22,Male,Singapore,Singapore,Paid
434,2025-12-29,58,Male,UK,Manchester,Referral
435,2024-04-19,23,Male,UAE,Abu Dhabi,Email
436,2024-10-03,24,Male,UAE,Dubai,Paid
437,2025-04-04,53,Female,UK,London,Organic
438,2024-12-28,53,Male,India,Bengaluru,Email
439,2024-10-25,44,Female,India,Delhi,Paid
440,2025-06-17,28,Female,USA,New York,Paid
441,2024-11-04,35,Female,UAE,Dubai,Organic
442,2025-03-21,35,Female,Singapore,Singapore,Email
443,2025-01-04,34,Male,India,Kolkata,Paid
444,2024-04-19,26,Female,UK,London,Email
445,2025-09-27,42,Female,UAE,Abu Dhabi,Referral
446,2025-10-28,56,Male,UK,Manchester,Referral
447,2025-12-12,30,Female,USA,Austin,Paid
448,2024-11-22,36,Female,UK,London,Referral
449,2024-10-14,43,Female,UK,London,Paid
450,2025-07-12,29,Male,USA,Seattle,Email
451,2025-03-24,36,Male,Singapore,Singapore,Email
452,2025-10-10,37,Male,Singapore,Singapore,Paid
453,2025-01-21,22,Female,UK,Manchester,Email
454,2025-06-02,62,Female,USA,Seattle,Organic
455,2025-12-19,52,Male,UAE,Dubai,Paid
456,2024-06-19,59,Male,UAE,Abu Dhabi,Referral
457,2024-04-18,18,Male,UK,Manchester,Paid
458,2025-06-15,53,Male,USA,Austin,Referral
459,2025-04-19,61,Male,UK,Manchester,Organic
460,2024-04-17,36,Female,UK,London,Organic
461,2024-12-22,37,Female,Singapore,Singapore,Paid
462,2025-05-09,40,Female,USA,New York,Email
463,2024-11-22,22,Female,UK,London,Organic
464,2024-12-17,59,Male,India,Mumbai,Paid
465,2024-06-27,53,Male,USA,Austin,Email
466,2024-08-25,43,Male,UK,London,Email
467,2024-01-30,65,Male,UK,Manchester,Email
468,2024-01-05,63,Male,UK,London,Referral
469,2025-08-14,24,Male,India,Bengaluru,Referral
470,2025-04-13,25,Female,Singapore,Singapore,Referral
471,2025-02-01,57,Female,USA,Seattle,Organic
472,2024-12-26,47,Male,UAE,Abu Dhabi,Organic
473,2024-11-16,25,Male,Singapore,Singapore,Organic
474,2025-01-17,62,Male,Singapore,Singapore,Email
475,2024-05-21,54,Female,USA,Austin,Paid
476,2025-10-12,52,Male,UK,London,Email
477,2024-05-23,29,Female,UAE,Abu Dhabi,Organic
478,2024-01-10,49,Male,UAE,Dubai,Email
479,2025-06-01,59,Female,USA,Austin,Email
480,2025-12-28,46,Female,UK,London,Organic
481,2024-02-01,32,Female,USA,New York,Referral
482,2025-07-04,36,Male,Singapore,Singapore,Email
483,2025-06-07,25,Male,USA,Austin,Referral
484,2024-02-12,64,Female,USA,Seattle,Paid
485,2024-04-14,65,Male,UK,Manchester,Organic
486,2024-09-26,40,Male,UK,Manchester,Organic
487,2024-08-02,65,Female,Singapore,Singapore,Paid
488,2024-05-22,31,Male,USA,New York,Referral
489,2024-10-14,56,Male,USA,Austin,Referral
490,2025-08-09,35,Male,UAE,Dubai,Email
491,2024-10-10,59,Male,India,Mumbai,Paid
492,2025-12-29,38,Male,Singapore,Singapore,Email
493,2025-08-14,58,Female,Singapore,Singapore,Email
494,2024-03-18,58,Male,UK,Manchester,Referral
495,2025-04-10,49,Female,UAE,Dubai,Organic
496,2025-10-12,60,Female,UK,London,Email
497,2025-03-15,31,Female,Singapore,Singapore,Referral
498,2024-12-11,53,Male,UAE,Abu Dhabi,Referral
499,2024-02-17,24,Female,India,Delhi,Organic
500,2025-03-27,47,Male,Singapore,Singapore,Paid
501,2025-10-27,37,Male,Singapore,Singapore,Organic
502,2024-09-13,23,Female,UAE,Dubai,Organic
503,2025-10-02,37,Male,UK,Manchester,Organic
504,2024-01-02,31,Female,India,Delhi,Paid
505,2024-08-19,51,Female,USA,New York,Organic
506,2024-05-03,45,Male,UAE,Abu Dhabi,Organic
507,2025-01-27,23,Male,Singapore,Singapore,Referral
508,2024-11-02,26,Female,UAE,Dubai,Paid
509,2025-06-27,54,Male,India,Mumbai,Email
510,2024-08-06,58,Male,UAE,Abu Dhabi,Email
511,2024-03-29,24,Male,Singapore,Singapore,Email
512,2025-03-15,38,Male,UAE,Dubai,Referral
513,2024-09-11,53,Female,India,Delhi,Referral
514,2025-06-14,56,Male,Singapore,Singapore,Referral
515,2024-09-02,49,Female,India,Delhi,Paid
516,2025-10-15,56,Male,UK,London,Referral
517,2024-05-15,42,Female,UAE,Abu Dhabi,Paid
518,2024-03-15,19,Male,UK,London,Referral
519,2024-02-10,21,Female,Singapore,Singapore,Email
520,2025-12-19,43,Male,UK,London,Referral
521,2024-11-13,23,Male,India,Mumbai,Referral
522,2025-08-23,58,Male,UK,Manchester,Email
523,2024-02-29,33,Male,Singapore,Singapore,Organic
524,2025-09-18,56,Male,UK,Manchester,Paid
525,2024-01-13,63,Male,India,Delhi,Paid
526,2024-12-21,51,Female,UK,London,Referral
527,2024-10-02,64,Male,Singapore,Singapore,Referral
528,2024-10-05,51,Male,UK,Manchester,Organic
529,2025-04-11,50,Female,UK,London,Email
530,2024-06-19,41,Male,USA,Austin,Organic
531,2025-11-21,64,Male,USA,New York,Organic
532,2024-01-13,33,Male,India,Kolkata,Referral
533,2024-06-02,29,Male,UK,Manchester,Paid
